id_venta,fecha,pais,ciudad,cliente,producto,categoria,talla,cantidad,precio_unitario
966,2024-01-27,Colombia,Bogotá,Cliente_296,Zapatos,Calzado,42,2,50
967,2024-01-15,Perú,Arequipa,Cliente_27,Camiseta,Básicos,L,3,12
968,2024-03-01,Ecuador,Guayaquil,Cliente_273,Zapatos,Calzado,40,3,50
969,2024-01-19,Ecuador,Guayaquil,Cliente_272,Zapatos,Calzado,40,3,50
970,2024-03-27,Colombia,Bogotá,Cliente_162,Chaqueta,Abrigos,L,4,60
971,2024-02-25,Perú,Lima,Cliente_140,Camiseta,Básicos,L,3,12
972,2024-03-24,Colombia,Medellín,Cliente_300,Chaqueta,Abrigos,M,3,60
973,2024-01-25,Colombia,Medellín,Cliente_267,Jeans,Denim,L,5,35
974,2024-01-02,Colombia,Cali,Cliente_5,Jeans,Denim,M,5,35
975,2024-01-14,Ecuador,Quito,Cliente_229,Zapatos,Calzado,37,5,50
976,2024-01-05,Colombia,Bogotá,Cliente_13,Chaqueta,Abrigos,L,2,60
977,2024-03-17,Perú,Lima,Cliente_63,Camiseta,Básicos,L,2,12
978,2024-02-18,Perú,Lima,Cliente_290,Camiseta,Básicos,L,2,12
979,2024-02-29,Ecuador,Quito,Cliente_39,Jeans,Denim,M,3,35
980,2024-02-02,Perú,Arequipa,Cliente_83,Chaqueta,Abrigos,L,3,60
981,2024-02-12,Ecuador,Guayaquil,Cliente_31,Camiseta,Básicos,M,4,12
982,2024-03-03,Colombia,Medellín,Cliente_103,Jeans,Denim,M,1,35
983,2024-01-14,Perú,Arequipa,Cliente_74,Jeans,Denim,L,4,35
984,2024-02-26,Perú,Arequipa,Cliente_133,Jeans,Denim,L,1,35
985,2024-02-02,Ecuador,Quito,Cliente_229,Camiseta,Básicos,S,5,12
986,2024-01-05,Ecuador,Guayaquil,Cliente_200,Jeans,Denim,L,1,35
987,2024-01-01,Colombia,Bogotá,Cliente_264,Chaqueta,Abrigos,L,5,60
988,2024-01-09,Perú,Arequipa,Cliente_277,Zapatos,Calzado,40,4,50
989,2024-01-16,Ecuador,Quito,Cliente_291,Zapatos,Calzado,42,4,50
990,2024-01-08,Perú,Arequipa,Cliente_47,Chaqueta,Abrigos,L,4,60
991,2024-02-07,Colombia,Cali,Cliente_104,Chaqueta,Abrigos,M,4,60
992,2024-02-08,Ecuador,Cuenca,Cliente_200,Camiseta,Básicos,M,2,12
993,2024-03-21,Ecuador,Cuenca,Cliente_225,Chaqueta,Abrigos,L,1,60
994,2024-01-04,Perú,Lima,Cliente_123,Jeans,Denim,S,2,35
995,2024-03-04,Colombia,Medellín,Cliente_274,Camiseta,Básicos,L,3,12
996,2024-02-13,Colombia,Bogotá,Cliente_22,Camiseta,Básicos,M,1,12
997,2024-02-28,Colombia,Bogotá,Cliente_275,Jeans,Denim,L,5,35
998,2024-01-19,Ecuador,Cuenca,Cliente_251,Jeans,Denim,S,1,35
999,2024-02-01,Perú,Lima,Cliente_67,Zapatos,Calzado,41,1,50
1000,2024-02-28,Ecuador,Quito,Cliente_88,Camiseta,Básicos,M,1,12
1001,2024-03-17,Perú,Lima,Cliente_113,Camiseta,Básicos,S,4,12
1002,2024-02-11,Ecuador,Quito,Cliente_62,Zapatos,Calzado,39,4,50
1003,2024-03-16,Perú,Lima,Cliente_89,Chaqueta,Abrigos,M,1,60
1004,2024-02-23,Colombia,Bogotá,Cliente_87,Camiseta,Básicos,M,2,12
1005,2024-03-15,Perú,Arequipa,Cliente_21,Jeans,Denim,M,2,35
1006,2024-03-03,Ecuador,Quito,Cliente_42,Zapatos,Calzado,38,1,50
1007,2024-02-06,Ecuador,Quito,Cliente_214,Jeans,Denim,S,5,35
1008,2024-03-22,Perú,Arequipa,Cliente_139,Jeans,Denim,S,2,35
1009,2024-03-19,Perú,Arequipa,Cliente_20,Zapatos,Calzado,38,2,50
1010,2024-03-21,Perú,Lima,Cliente_155,Zapatos,Calzado,41,1,50
1011,2024-01-25,Colombia,Medellín,Cliente_61,Camiseta,Básicos,L,2,12
1012,2024-03-21,Perú,Lima,Cliente_107,Chaqueta,Abrigos,M,4,60
1013,2024-03-28,Colombia,Bogotá,Cliente_243,Jeans,Denim,S,2,35
1014,2024-01-07,Colombia,Bogotá,Cliente_187,Jeans,Denim,L,1,35
1015,2024-03-19,Colombia,Bogotá,Cliente_233,Zapatos,Calzado,39,3,50
1016,2024-01-21,Ecuador,Quito,Cliente_15,Camiseta,Básicos,L,2,12
1017,2024-02-26,Colombia,Cali,Cliente_297,Camiseta,Básicos,S,2,12
1018,2024-01-30,Colombia,Medellín,Cliente_57,Jeans,Denim,L,3,35
1019,2024-01-26,Colombia,Bogotá,Cliente_193,Camiseta,Básicos,S,4,12
1020,2024-01-07,Ecuador,Quito,Cliente_224,Zapatos,Calzado,41,4,50
1021,2024-02-17,Ecuador,Quito,Cliente_70,Zapatos,Calzado,38,4,50
1022,2024-02-04,Colombia,Cali,Cliente_104,Jeans,Denim,L,3,35
1023,2024-01-08,Colombia,Bogotá,Cliente_144,Camiseta,Básicos,L,5,12
1024,2024-01-22,Ecuador,Quito,Cliente_176,Zapatos,Calzado,40,4,50
1025,2024-01-22,Ecuador,Guayaquil,Cliente_296,Jeans,Denim,L,5,35
1026,2024-03-03,Perú,Lima,Cliente_111,Camiseta,Básicos,M,5,12
1027,2024-02-24,Perú,Arequipa,Cliente_127,Zapatos,Calzado,39,1,50
1028,2024-03-16,Ecuador,Guayaquil,Cliente_77,Zapatos,Calzado,41,2,50
1029,2024-03-01,Perú,Lima,Cliente_259,Zapatos,Calzado,37,1,50
1030,2024-02-27,Ecuador,Guayaquil,Cliente_254,Zapatos,Calzado,40,1,50
1031,2024-01-28,Ecuador,Quito,Cliente_68,Camiseta,Básicos,L,4,12
1032,2024-01-03,Colombia,Medellín,Cliente_246,Jeans,Denim,L,1,35
1033,2024-03-14,Perú,Arequipa,Cliente_299,Jeans,Denim,L,4,35
1034,2024-01-24,Ecuador,Guayaquil,Cliente_190,Zapatos,Calzado,38,4,50
1035,2024-02-19,Perú,Arequipa,Cliente_171,Camiseta,Básicos,L,1,12
1036,2024-03-30,Perú,Lima,Cliente_278,Chaqueta,Abrigos,L,3,60
1037,2024-01-08,Perú,Lima,Cliente_264,Camiseta,Básicos,L,3,12
1038,2024-02-16,Perú,Arequipa,Cliente_239,Camiseta,Básicos,S,4,12
1039,2024-03-23,Perú,Lima,Cliente_287,Chaqueta,Abrigos,L,2,60
1040,2024-01-31,Perú,Lima,Cliente_277,Jeans,Denim,S,3,35
1041,2024-03-30,Ecuador,Cuenca,Cliente_108,Zapatos,Calzado,42,5,50
1042,2024-03-05,Perú,Lima,Cliente_217,Chaqueta,Abrigos,L,3,60
1043,2024-02-27,Colombia,Bogotá,Cliente_249,Camiseta,Básicos,M,3,12
1044,2024-03-27,Perú,Lima,Cliente_273,Zapatos,Calzado,42,5,50
1045,2024-02-28,Colombia,Medellín,Cliente_45,Chaqueta,Abrigos,M,2,60
1046,2024-01-14,Ecuador,Guayaquil,Cliente_85,Jeans,Denim,M,1,35
1047,2024-01-27,Colombia,Bogotá,Cliente_267,Jeans,Denim,M,2,35
1048,2024-01-17,Perú,Lima,Cliente_243,Chaqueta,Abrigos,L,5,60
1049,2024-02-07,Colombia,Medellín,Cliente_97,Zapatos,Calzado,42,1,50
1050,2024-02-22,Ecuador,Quito,Cliente_297,Jeans,Denim,L,3,35
1051,2024-03-26,Colombia,Cali,Cliente_272,Chaqueta,Abrigos,L,5,60
1052,2024-01-17,Perú,Arequipa,Cliente_157,Zapatos,Calzado,39,5,50
1053,2024-02-06,Ecuador,Guayaquil,Cliente_25,Jeans,Denim,M,3,35
1054,2024-03-20,Ecuador,Guayaquil,Cliente_83,Chaqueta,Abrigos,L,2,60
1055,2024-01-21,Perú,Arequipa,Cliente_122,Jeans,Denim,S,2,35
1056,2024-02-03,Ecuador,Quito,Cliente_190,Chaqueta,Abrigos,M,4,60
1057,2024-02-14,Ecuador,Quito,Cliente_76,Camiseta,Básicos,L,3,12
1058,2024-01-16,Colombia,Medellín,Cliente_13,Jeans,Denim,L,3,35
1059,2024-01-20,Colombia,Medellín,Cliente_3,Jeans,Denim,M,3,35
1060,2024-03-14,Perú,Arequipa,Cliente_76,Chaqueta,Abrigos,L,3,60
1061,2024-01-06,Perú,Arequipa,Cliente_72,Chaqueta,Abrigos,M,4,60
1062,2024-03-20,Perú,Lima,Cliente_113,Chaqueta,Abrigos,M,4,60
1063,2024-03-18,Colombia,Medellín,Cliente_100,Camiseta,Básicos,M,1,12
1064,2024-01-11,Perú,Lima,Cliente_276,Chaqueta,Abrigos,M,1,60
1065,2024-01-25,Colombia,Cali,Cliente_252,Camiseta,Básicos,L,4,12
1066,2024-02-20,Colombia,Cali,Cliente_76,Camiseta,Básicos,L,3,12
1067,2024-01-02,Perú,Arequipa,Cliente_146,Chaqueta,Abrigos,L,3,60
1068,2024-01-12,Colombia,Medellín,Cliente_111,Chaqueta,Abrigos,L,5,60
1069,2024-01-21,Perú,Arequipa,Cliente_218,Zapatos,Calzado,40,3,50
1070,2024-01-12,Perú,Arequipa,Cliente_74,Jeans,Denim,L,5,35
1071,2024-01-09,Ecuador,Guayaquil,Cliente_193,Zapatos,Calzado,41,3,50
1072,2024-02-23,Ecuador,Quito,Cliente_90,Zapatos,Calzado,42,3,50
1073,2024-02-18,Perú,Arequipa,Cliente_149,Jeans,Denim,S,2,35
1074,2024-02-08,Perú,Arequipa,Cliente_253,Camiseta,Básicos,M,5,12
1075,2024-01-20,Perú,Arequipa,Cliente_135,Jeans,Denim,S,1,35
1076,2024-02-23,Colombia,Cali,Cliente_92,Zapatos,Calzado,37,3,50
1077,2024-02-05,Colombia,Cali,Cliente_253,Jeans,Denim,S,1,35
1078,2024-02-25,Ecuador,Cuenca,Cliente_133,Chaqueta,Abrigos,L,5,60
1079,2024-03-14,Perú,Arequipa,Cliente_9,Camiseta,Básicos,M,5,12
1080,2024-02-29,Colombia,Bogotá,Cliente_70,Camiseta,Básicos,S,3,12
1081,2024-02-23,Colombia,Bogotá,Cliente_183,Camiseta,Básicos,M,3,12
1082,2024-01-25,Ecuador,Guayaquil,Cliente_94,Chaqueta,Abrigos,M,5,60
1083,2024-02-10,Ecuador,Cuenca,Cliente_155,Jeans,Denim,L,3,35
1084,2024-03-15,Colombia,Cali,Cliente_181,Chaqueta,Abrigos,M,5,60
1085,2024-02-17,Ecuador,Quito,Cliente_249,Jeans,Denim,L,3,35
1086,2024-01-20,Colombia,Medellín,Cliente_258,Jeans,Denim,S,2,35
1087,2024-01-10,Ecuador,Quito,Cliente_60,Camiseta,Básicos,M,4,12
1088,2024-03-29,Ecuador,Quito,Cliente_186,Zapatos,Calzado,39,3,50
1089,2024-01-04,Ecuador,Guayaquil,Cliente_61,Chaqueta,Abrigos,M,3,60
1090,2024-02-09,Ecuador,Quito,Cliente_65,Jeans,Denim,L,2,35
1091,2024-01-10,Ecuador,Quito,Cliente_10,Camiseta,Básicos,M,1,12
1092,2024-01-05,Colombia,Medellín,Cliente_263,Camiseta,Básicos,S,1,12
1093,2024-01-06,Perú,Lima,Cliente_34,Zapatos,Calzado,37,3,50
1094,2024-03-18,Colombia,Cali,Cliente_106,Camiseta,Básicos,S,1,12
1095,2024-01-04,Perú,Lima,Cliente_47,Jeans,Denim,L,3,35
1096,2024-01-21,Ecuador,Cuenca,Cliente_257,Chaqueta,Abrigos,L,3,60
1097,2024-01-02,Perú,Lima,Cliente_271,Camiseta,Básicos,S,5,12
1098,2024-03-09,Ecuador,Cuenca,Cliente_3,Jeans,Denim,M,2,35
1099,2024-02-16,Perú,Lima,Cliente_95,Jeans,Denim,L,4,35
1100,2024-02-18,Colombia,Cali,Cliente_218,Camiseta,Básicos,S,3,12
1101,2024-02-10,Ecuador,Cuenca,Cliente_64,Jeans,Denim,M,1,35
1102,2024-03-31,Colombia,Bogotá,Cliente_148,Jeans,Denim,M,3,35
1103,2024-01-15,Perú,Lima,Cliente_198,Camiseta,Básicos,M,4,12
1104,2024-03-11,Colombia,Medellín,Cliente_209,Chaqueta,Abrigos,L,2,60
1105,2024-03-27,Colombia,Medellín,Cliente_189,Jeans,Denim,S,4,35
1106,2024-02-20,Ecuador,Quito,Cliente_225,Zapatos,Calzado,42,1,50
1107,2024-02-21,Perú,Lima,Cliente_53,Camiseta,Básicos,S,4,12
1108,2024-02-13,Perú,Lima,Cliente_103,Camiseta,Básicos,M,2,12
1109,2024-03-04,Perú,Arequipa,Cliente_143,Camiseta,Básicos,S,4,12
1110,2024-03-26,Perú,Arequipa,Cliente_208,Zapatos,Calzado,39,4,50
1111,2024-01-14,Colombia,Cali,Cliente_63,Chaqueta,Abrigos,M,4,60
1112,2024-01-04,Colombia,Medellín,Cliente_51,Zapatos,Calzado,38,2,50
1113,2024-01-23,Perú,Lima,Cliente_196,Camiseta,Básicos,M,1,12
1114,2024-03-20,Perú,Arequipa,Cliente_50,Jeans,Denim,M,5,35
1115,2024-02-07,Ecuador,Cuenca,Cliente_255,Zapatos,Calzado,40,2,50
1116,2024-03-10,Colombia,Cali,Cliente_10,Chaqueta,Abrigos,L,5,60
1117,2024-02-10,Ecuador,Guayaquil,Cliente_193,Camiseta,Básicos,M,4,12
1118,2024-03-12,Colombia,Medellín,Cliente_156,Camiseta,Básicos,S,2,12
1119,2024-02-09,Perú,Lima,Cliente_200,Zapatos,Calzado,40,2,50
1120,2024-03-28,Colombia,Bogotá,Cliente_277,Zapatos,Calzado,42,5,50
1121,2024-03-05,Perú,Arequipa,Cliente_29,Zapatos,Calzado,41,2,50
1122,2024-03-19,Colombia,Medellín,Cliente_181,Zapatos,Calzado,41,4,50
1123,2024-01-06,Colombia,Medellín,Cliente_66,Camiseta,Básicos,S,5,12
1124,2024-02-18,Colombia,Medellín,Cliente_50,Camiseta,Básicos,L,3,12
1125,2024-01-08,Colombia,Medellín,Cliente_126,Chaqueta,Abrigos,L,3,60
1126,2024-02-09,Ecuador,Quito,Cliente_59,Chaqueta,Abrigos,M,1,60
1127,2024-01-05,Colombia,Bogotá,Cliente_236,Camiseta,Básicos,L,3,12
1128,2024-03-30,Perú,Arequipa,Cliente_241,Zapatos,Calzado,39,1,50
1129,2024-02-19,Perú,Lima,Cliente_166,Chaqueta,Abrigos,L,5,60
1130,2024-02-13,Perú,Lima,Cliente_255,Zapatos,Calzado,37,2,50
1131,2024-02-16,Perú,Arequipa,Cliente_224,Jeans,Denim,L,3,35
1132,2024-02-06,Ecuador,Guayaquil,Cliente_136,Camiseta,Básicos,L,2,12
1133,2024-01-12,Ecuador,Guayaquil,Cliente_297,Zapatos,Calzado,38,5,50
1134,2024-03-13,Ecuador,Cuenca,Cliente_272,Chaqueta,Abrigos,L,1,60
1135,2024-03-24,Colombia,Medellín,Cliente_155,Jeans,Denim,M,1,35
1136,2024-02-10,Perú,Arequipa,Cliente_103,Zapatos,Calzado,42,5,50
1137,2024-01-24,Colombia,Medellín,Cliente_10,Chaqueta,Abrigos,L,5,60
1138,2024-02-04,Perú,Lima,Cliente_273,Zapatos,Calzado,38,4,50
1139,2024-02-16,Perú,Arequipa,Cliente_237,Camiseta,Básicos,L,2,12
1140,2024-02-25,Ecuador,Quito,Cliente_211,Jeans,Denim,L,3,35
1141,2024-02-06,Colombia,Bogotá,Cliente_83,Jeans,Denim,M,3,35
1142,2024-01-15,Colombia,Cali,Cliente_77,Jeans,Denim,M,2,35
1143,2024-03-03,Ecuador,Quito,Cliente_287,Jeans,Denim,M,4,35
1144,2024-02-04,Colombia,Medellín,Cliente_70,Camiseta,Básicos,S,2,12
1145,2024-03-03,Ecuador,Guayaquil,Cliente_11,Chaqueta,Abrigos,M,1,60
1146,2024-02-22,Ecuador,Quito,Cliente_187,Chaqueta,Abrigos,L,1,60
1147,2024-01-31,Perú,Lima,Cliente_58,Zapatos,Calzado,42,2,50
1148,2024-01-31,Perú,Lima,Cliente_63,Chaqueta,Abrigos,L,1,60
1149,2024-02-24,Colombia,Medellín,Cliente_112,Zapatos,Calzado,42,2,50
1150,2024-02-26,Ecuador,Quito,Cliente_210,Jeans,Denim,S,3,35
1151,2024-02-17,Colombia,Cali,Cliente_58,Camiseta,Básicos,M,5,12
1152,2024-02-05,Colombia,Cali,Cliente_75,Zapatos,Calzado,40,2,50
1153,2024-03-23,Colombia,Medellín,Cliente_18,Chaqueta,Abrigos,L,1,60
1154,2024-02-19,Perú,Lima,Cliente_159,Jeans,Denim,M,5,35
1155,2024-02-26,Perú,Arequipa,Cliente_199,Camiseta,Básicos,L,2,12
1156,2024-01-31,Ecuador,Guayaquil,Cliente_153,Chaqueta,Abrigos,L,1,60
1157,2024-03-23,Ecuador,Quito,Cliente_209,Zapatos,Calzado,42,3,50
1158,2024-02-22,Ecuador,Guayaquil,Cliente_171,Camiseta,Básicos,M,4,12
1159,2024-03-05,Perú,Arequipa,Cliente_34,Camiseta,Básicos,S,3,12
1160,2024-01-07,Colombia,Medellín,Cliente_95,Chaqueta,Abrigos,L,1,60
1161,2024-01-26,Perú,Arequipa,Cliente_157,Jeans,Denim,S,4,35
1162,2024-02-01,Colombia,Cali,Cliente_265,Camiseta,Básicos,S,2,12
1163,2024-03-02,Perú,Lima,Cliente_69,Zapatos,Calzado,39,4,50
1164,2024-01-11,Colombia,Bogotá,Cliente_213,Chaqueta,Abrigos,L,2,60
1165,2024-01-29,Colombia,Bogotá,Cliente_11,Zapatos,Calzado,40,5,50
1166,2024-01-26,Ecuador,Cuenca,Cliente_135,Jeans,Denim,S,4,35
1167,2024-02-24,Perú,Lima,Cliente_134,Camiseta,Básicos,M,5,12
1168,2024-01-16,Ecuador,Quito,Cliente_8,Chaqueta,Abrigos,M,5,60
1169,2024-01-16,Perú,Arequipa,Cliente_115,Zapatos,Calzado,42,4,50
1170,2024-03-04,Perú,Lima,Cliente_196,Jeans,Denim,M,3,35
1171,2024-02-06,Ecuador,Guayaquil,Cliente_97,Jeans,Denim,L,2,35
1172,2024-02-07,Colombia,Bogotá,Cliente_135,Zapatos,Calzado,38,1,50
1173,2024-03-15,Ecuador,Cuenca,Cliente_235,Zapatos,Calzado,38,3,50
1174,2024-03-29,Ecuador,Quito,Cliente_204,Zapatos,Calzado,38,3,50
1175,2024-03-17,Perú,Lima,Cliente_132,Zapatos,Calzado,42,4,50
1176,2024-01-31,Ecuador,Quito,Cliente_242,Camiseta,Básicos,S,3,12
1177,2024-03-05,Colombia,Cali,Cliente_196,Camiseta,Básicos,S,3,12
1178,2024-01-06,Colombia,Medellín,Cliente_298,Chaqueta,Abrigos,M,5,60
1179,2024-02-13,Ecuador,Guayaquil,Cliente_240,Jeans,Denim,L,4,35
1180,2024-02-03,Ecuador,Quito,Cliente_60,Chaqueta,Abrigos,L,2,60
1181,2024-02-16,Colombia,Bogotá,Cliente_221,Jeans,Denim,M,3,35
1182,2024-01-22,Colombia,Medellín,Cliente_162,Chaqueta,Abrigos,L,4,60
1183,2024-01-07,Perú,Arequipa,Cliente_97,Jeans,Denim,L,4,35
1184,2024-03-01,Ecuador,Quito,Cliente_134,Jeans,Denim,S,1,35
1185,2024-03-04,Ecuador,Cuenca,Cliente_21,Zapatos,Calzado,40,1,50
1186,2024-01-15,Colombia,Medellín,Cliente_76,Zapatos,Calzado,40,4,50
1187,2024-01-24,Ecuador,Guayaquil,Cliente_87,Camiseta,Básicos,S,3,12
1188,2024-03-08,Perú,Arequipa,Cliente_293,Jeans,Denim,L,1,35
1189,2024-03-27,Ecuador,Guayaquil,Cliente_49,Camiseta,Básicos,S,4,12
1190,2024-02-17,Colombia,Bogotá,Cliente_55,Chaqueta,Abrigos,M,4,60
1191,2024-03-31,Colombia,Bogotá,Cliente_246,Camiseta,Básicos,S,4,12
1192,2024-01-06,Colombia,Cali,Cliente_232,Chaqueta,Abrigos,M,3,60
1193,2024-03-23,Colombia,Cali,Cliente_145,Jeans,Denim,S,1,35
1194,2024-02-18,Colombia,Bogotá,Cliente_48,Camiseta,Básicos,L,5,12
1195,2024-01-12,Colombia,Medellín,Cliente_11,Jeans,Denim,S,4,35
1196,2024-03-23,Ecuador,Quito,Cliente_79,Zapatos,Calzado,40,3,50
1197,2024-03-28,Ecuador,Guayaquil,Cliente_68,Zapatos,Calzado,40,3,50
1198,2024-01-26,Colombia,Cali,Cliente_251,Camiseta,Básicos,M,5,12
1199,2024-03-17,Colombia,Medellín,Cliente_217,Zapatos,Calzado,39,5,50
1200,2024-03-21,Ecuador,Guayaquil,Cliente_219,Chaqueta,Abrigos,M,4,60
